level,M,N,seed,linearityRSquared
13modified,1,16,100334696,0.0048
13modified,1,16,1005713264,0.0086
13modified,1,16,1010932164,0.0001
13modified,1,16,1012869568,0.0012
13modified,1,16,1021967227,0.0022
13modified,1,16,1033033434,0.0045
13modified,1,16,1033854624,0.0034
13modified,1,16,1034628327,0.0012
13modified,1,16,1041640248,0.0016
13modified,1,16,1042768624,0.0082
13modified,1,16,1044706667,0.0004
13modified,1,16,1045197443,0.0040
13modified,1,16,1045985721,0.0053
13modified,1,16,1049469142,0.0022
13modified,1,16,104993245,0.0006
13modified,1,16,1051467736,0.0009
13modified,1,16,1055293516,0.0206
13modified,1,16,106470709,0.0031
13modified,1,16,1066819082,0.0068
13modified,1,16,1071405622,0.0021
13modified,1,16,1072816653,0.0009
13modified,1,16,1074205656,0.0139
13modified,1,16,107858546,0.0008
13modified,1,16,1081831131,0.0100
13modified,1,16,1085292328,0.0126
13modified,1,16,1086993038,0.0034
13modified,1,16,1090021741,0.0001
13modified,1,16,1095229560,0.0088
13modified,1,16,1099242507,0.0006
13modified,1,16,1119739660,0.0043
13modified,1,16,1119913660,0.0074
13modified,1,16,1121788155,0.0000
13modified,1,16,1122891000,0.0002
13modified,1,16,1123116722,0.0013
13modified,1,16,1125748041,0.0036
13modified,1,16,112714695,0.0020
13modified,1,16,112803900,0.0058
13modified,1,16,1131392376,0.0091
13modified,1,16,1137791056,0.0002
13modified,1,16,1140268074,0.0002
13modified,1,16,1142192008,0.0051
13modified,1,16,1149310547,0.0001
13modified,1,16,1149395731,0.0055
13modified,1,16,1149675945,0.0033
13modified,1,16,1151948236,0.0069
13modified,1,16,1159043200,0.0040
13modified,1,16,1167164095,0.0000
13modified,1,16,1168528864,0.0121
13modified,1,16,1170387944,0.0066
13modified,1,16,1170753960,0.0127
13modified,1,16,1183217684,0.0018
13modified,1,16,1183839141,0.0006
13modified,1,16,1186326919,0.0002
13modified,1,16,1198305612,0.0260
13modified,1,16,1200800358,0.0000
13modified,1,16,1205118578,0.0176
13modified,1,16,1208064624,0.0021
13modified,1,16,1208894535,0.0040
13modified,1,16,1220846468,0.0177
13modified,1,16,1222949588,0.0334
13modified,1,16,1232002747,0.0098
13modified,1,16,1235717330,0.0127
13modified,1,16,1235792259,0.0186
13modified,1,16,123988852,0.0100
13modified,1,16,1240105649,0.0047
13modified,1,16,1245146245,0.0000
13modified,1,16,12481666,0.0073
13modified,1,16,1248990245,0.0089
13modified,1,16,1271901802,0.0173
13modified,1,16,1284670388,0.0016
13modified,1,16,128849205,0.0047
13modified,1,16,1294751766,0.0109
13modified,1,16,1295454644,0.0049
13modified,1,16,1299476798,0.0087
13modified,1,16,1300485353,0.0069
13modified,1,16,1305346275,0.0057
13modified,1,16,130581915,0.0025
13modified,1,16,1306616824,0.0024
13modified,1,16,1308353909,0.0253
13modified,1,16,1308551323,0.0169
13modified,1,16,1315827889,0.0052
13modified,1,16,1317356462,0.0165
13modified,1,16,1318081265,0.0326
13modified,1,16,1321452978,0.0001
13modified,1,16,1322707071,0.0001
13modified,1,16,1327951166,0.0006
13modified,1,16,1334016119,0.0017
13modified,1,16,1336996873,0.0520
13modified,1,16,1342400852,0.0097
13modified,1,16,1343326420,0.0010
13modified,1,16,134574967,0.0134
13modified,1,16,1347620170,0.0177
13modified,1,16,1350246726,0.0001
13modified,1,16,1353309627,0.0079
13modified,1,16,1354863624,0.0125
13modified,1,16,1355977442,0.0000
13modified,1,16,1369093841,0.0124
13modified,1,16,1369758537,0.0003
13modified,1,16,1370730297,0.0001
13modified,1,16,137298414,0.0044
13modified,1,16,1373215267,0.0020
13modified,1,16,1373343923,0.0011
13modified,1,16,1374512836,0.0096
13modified,1,16,1382735061,0.0031
13modified,1,16,1383967720,0.0057
13modified,1,16,1384713187,0.0007
13modified,1,16,1385042497,0.0017
13modified,1,16,1387075227,0.0323
13modified,1,16,1387631371,0.0059
13modified,1,16,139021216,0.0046
13modified,1,16,1398032593,0.0044
13modified,1,16,1398607408,0.0041
13modified,1,16,1402590398,0.0000
13modified,1,16,1406651093,0.0109
13modified,1,16,1410954787,0.0019
13modified,1,16,1411770614,0.0066
13modified,1,16,1426697809,0.0291
13modified,1,16,143174518,0.0040
13modified,1,16,1433030683,0.0000
13modified,1,16,1435693011,0.0000
13modified,1,16,143828757,0.0007
13modified,1,16,1440834520,0.0021
13modified,1,16,144151369,0.0041
13modified,1,16,1441946452,0.0001
13modified,1,16,1444752565,0.0198
13modified,1,16,1448375801,0.0001
13modified,1,16,1452268325,0.0007
13modified,1,16,1454361430,0.0321
13modified,1,16,1455966942,0.0085
13modified,1,16,1456002608,0.0015
13modified,1,16,1458581845,0.0029
13modified,1,16,1465543548,0.0045
13modified,1,16,1469383037,0.0028
13modified,1,16,1472392893,0.0059
13modified,1,16,1475833365,0.0069
13modified,1,16,1477413073,0.0001
13modified,1,16,1477603777,0.0011
13modified,1,16,1478554099,0.0155
13modified,1,16,1485705260,0.0037
13modified,1,16,1493738666,0.0112
13modified,1,16,1497059314,0.0015
13modified,1,16,1502756878,0.0053
13modified,1,16,1511014196,0.0023
13modified,1,16,1511549424,0.0059
13modified,1,16,1512173849,0.0025
13modified,1,16,1514724235,0.0002
13modified,1,16,151641113,0.0069
13modified,1,16,1519923925,0.0003
13modified,1,16,1520591354,0.0100
13modified,1,16,1523119098,0.0001
13modified,1,16,1523416595,0.0002
13modified,1,16,1525290395,0.0008
13modified,1,16,1525356389,0.0005
13modified,1,16,1532585567,0.0014
13modified,1,16,1532685163,0.0331
13modified,1,16,1533039442,0.0062
13modified,1,16,1537696857,0.0028
13modified,1,16,1538219310,0.0049
13modified,1,16,1538635465,0.0254
13modified,1,16,1543871876,0.0001
13modified,1,16,1548010334,0.0162
13modified,1,16,1550908784,0.0005
13modified,1,16,156462991,0.0006
13modified,1,16,1567489355,0.0027
13modified,1,16,1569987945,0.0522
13modified,1,16,1573891020,0.0025
13modified,1,16,1577567759,0.0038
13modified,1,16,1579325423,0.0305
13modified,1,16,1579718788,0.0000
13modified,1,16,158110650,0.0207
13modified,1,16,1597192292,0.0165
13modified,1,16,1597649420,0.0040
13modified,1,16,1601766857,0.0045
13modified,1,16,1604585759,0.0021
13modified,1,16,1604786055,0.0002
13modified,1,16,1605354317,0.0068
13modified,1,16,1607801886,0.0001
13modified,1,16,1613391508,0.0045
13modified,1,16,1614539992,0.0001
13modified,1,16,1617315229,0.0144
13modified,1,16,1618232878,0.0005
13modified,1,16,1629482376,0.0002
13modified,1,16,1634652975,0.0014
13modified,1,16,1652401447,0.0001
13modified,1,16,1652650581,0.0120
13modified,1,16,1659812313,0.0022
13modified,1,16,1662992992,0.1073
13modified,1,16,1672446981,0.0460
13modified,1,16,1676942378,0.0110
13modified,1,16,1692069932,0.0297
13modified,1,16,1693272981,0.0016
13modified,1,16,1698163619,0.0002
13modified,1,16,1698845061,0.0033
13modified,1,16,1710804631,0.0003
13modified,1,16,1715881790,0.0121
13modified,1,16,1719068081,0.0000
13modified,1,16,1719353174,0.0169
13modified,1,16,1724762333,0.0078
13modified,1,16,1724803975,0.0109
13modified,1,16,1729547969,0.0004
13modified,1,16,1739807908,0.0001
13modified,1,16,1740360962,0.0250
13modified,1,16,1749190164,0.0063
13modified,1,16,175484159,0.0000
13modified,1,16,1756758712,0.0014
13modified,1,16,1758501093,0.0000
13modified,1,16,1762583483,0.0062
13modified,1,16,1770666646,0.0466
13modified,1,16,1771148841,0.0003
13modified,1,16,1771567484,0.0085
13modified,1,16,1775484855,0.0039
13modified,1,16,1777306666,0.0000
13modified,1,16,1782619294,0.0126
13modified,1,16,1783803413,0.0002
13modified,1,16,1787634100,0.0002
13modified,1,16,1788470910,0.0007
13modified,1,16,1789062027,0.0086
13modified,1,16,1800200003,0.0083
13modified,1,16,1802225254,0.0184
13modified,1,16,1806786271,0.0004
13modified,1,16,180789243,0.0001
13modified,1,16,1809291652,0.0003
13modified,1,16,1810257406,0.0140
13modified,1,16,1811421511,0.0147
13modified,1,16,1813256826,0.0089
13modified,1,16,1814228121,0.0033
13modified,1,16,1830678009,0.0160
13modified,1,16,1832144932,0.0016
13modified,1,16,183419651,0.0087
13modified,1,16,1847457651,0.0004
13modified,1,16,184945281,0.0001
13modified,1,16,1850250508,0.0012
13modified,1,16,1853858560,0.0010
13modified,1,16,1857561842,0.0003
13modified,1,16,1859854661,0.0076
13modified,1,16,1860004022,0.0009
13modified,1,16,1870969858,0.0000
13modified,1,16,1878727327,0.0004
13modified,1,16,1897867746,0.0001
13modified,1,16,1899332987,0.0105
13modified,1,16,1899616485,0.0038
13modified,1,16,190191226,0.0128
13modified,1,16,1905607607,0.0036
13modified,1,16,1907336851,0.0082
13modified,1,16,1910531511,0.0003
13modified,1,16,1916943627,0.0266
13modified,1,16,1924240071,0.0096
13modified,1,16,1925525807,0.0052
13modified,1,16,192577671,0.0024
13modified,1,16,1929218352,0.0201
13modified,1,16,1931976251,0.0130
